,company_name,rating,company_reviews,company_age,number_of_employees
41092,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41093,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41094,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41095,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41096,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41097,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41098,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41099,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41100,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41101,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41102,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41103,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41104,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41105,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41106,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41107,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41108,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41109,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
41110,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41111,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41112,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41113,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41114,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41115,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41116,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41117,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41118,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41119,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41120,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41121,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41122,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41123,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41124,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41125,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41126,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41127,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41128,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
41129,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
41130,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41131,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41132,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41133,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41134,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41135,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41136,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41137,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41138,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41139,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41140,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41141,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41142,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41143,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41144,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41145,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41146,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41147,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41148,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
41149,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
41150,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
41151,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41152,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41153,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41154,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41155,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41156,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41157,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41158,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41159,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41160,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41161,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41162,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41163,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41164,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41165,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41166,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41167,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41168,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41169,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
41170,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
41171,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
41172,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
41173,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41174,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41175,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41176,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41177,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41178,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41179,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41180,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41181,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41182,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41183,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41184,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41185,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41186,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41187,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41188,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41189,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41190,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41191,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
41192,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
41193,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
41194,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
41195,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
41196,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41197,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41198,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41199,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41200,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41201,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41202,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41203,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41204,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41205,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41206,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41207,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41208,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41209,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41210,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41211,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41212,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41213,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41214,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
41215,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
41216,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
41217,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
41218,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
41219,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
41220,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41221,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41222,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41223,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41224,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41225,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41226,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41227,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41228,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41229,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41230,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41231,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41232,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41233,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41234,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41235,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41236,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41237,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41238,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
41239,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
41240,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
41241,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
41242,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
41243,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
41244,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
41245,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41246,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41247,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41248,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41249,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41250,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41251,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41252,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41253,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41254,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41255,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41256,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41257,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41258,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41259,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41260,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41261,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41262,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41263,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
41264,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
41265,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
41266,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
41267,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
41268,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
41269,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
41270,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
41271,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41272,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41273,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41274,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41275,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41276,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41277,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41278,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41279,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41280,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41281,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41282,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41283,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41284,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41285,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41286,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41287,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41288,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41289,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
41290,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
41291,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
41292,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
41293,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
41294,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
41295,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
41296,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
41297,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
41298,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41299,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41300,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41301,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41302,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41303,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41304,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41305,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41306,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41307,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41308,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41309,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41310,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41311,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41312,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41313,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41314,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41315,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41316,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
41317,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
41318,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
41319,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
41320,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
41321,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
41322,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
41323,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
41324,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
41325,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
41326,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41327,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41328,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41329,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41330,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41331,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41332,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41333,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41334,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41335,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41336,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41337,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41338,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41339,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41340,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41341,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41342,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41343,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41344,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
41345,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
41346,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
41347,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
41348,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
41349,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
